id	kind	layer	stage	raw_class	in_degree	out_degree	producers	consumers	flags	path	label	notes
scripts/noe/derive_pdf_hig_sources.py	script	code	stage0	code	1	4	0	0	dead_end,unreachable,verified_dead	scripts/noe/derive_pdf_hig_sources.py	derive_pdf_hig_sources.py (extern)	[frag_A] Ausserhalb scripts/widmung_v2/; produziert vermutlich pdf_hig_source_*.geojson (namentlich in hig_source_masks.py:92 referenziert), nicht in diesem Scope verifiziert. | [frag_B] Kein Makefile-Target ruft dieses Skript auf (grep Makefile: kein Treffer). Reine CLI-Hülle um windkraft/noe/pdf_hig_sources.py::derive_layer_files. | [frag_E] liest output/noe/pdf_750m_*.geojson, ruft windkraft/noe/pdf_hig_sources.py::derive_layer_files() auf -> schreibt pdf_hig_source_*.geojson | [frag_F] Von KEINEM Make-Target aufgerufen. | FAKTENCHECK verified_dead: vollstaendig redundant -- extract_noe_vector_layers.py:286 ruft bereits derive_layer_files(OUT_DIR) mit identischem Verzeichnis auf; die Funktion hat nur diesen einen Parameter.
scripts/noe/extract_noe_vector_layers.py	script	code	stage0	code	2	19	0	0		scripts/noe/extract_noe_vector_layers.py	extract_noe_vector_layers.py (extern)	[frag_A] Ausserhalb scripts/widmung_v2/; vermutlicher Erzeuger von pdf_750m_*.geojson, nicht in diesem Scope verifiziert. | [frag_B] Kein Makefile-Target ruft dieses Skript auf (grep Makefile: kein Treffer). Ruft am Ende von main() zusätzlich derive_layer_files() direkt auf (Zeile 286), erzeugt also im selben Lauf auch die pdf_hig_source_*.geojson. | [frag_E] liest alignment_mindestabstand.json (Z.49); schreibt pdf_750m_*.geojson (export_layer, Z.251-252) und ruft ebenfalls derive_layer_files() (Z.286) -> pdf_hig_source_*.geojson; KEIN Overwrite-Schutz | [frag_F] Von KEINEM Make-Target aufgerufen. Nutzt PyMuPDF.
scripts/preprocessing/create_noe_dkm_polygon_fill_map.py	script	code	stage0	code	1	13	0	0		scripts/preprocessing/create_noe_dkm_polygon_fill_map.py	create_noe_dkm_polygon_fill_map.py	[frag_B] Kein Makefile-Target ruft dieses Skript auf (grep Makefile: kein Treffer). Wird von export_at_dkm_geoparquet.py als Modul importiert (kein CLI-Aufruf). | [frag_E] würde output/kataster/diagnostics/*.{png,csv} schreiben (nur mit --diagnostics/--boundary-diagnostics) - Ordner existiert aktuell nicht, nie mit diesen Flags gelaufen | [frag_F] Von KEINEM Make-Target aufgerufen.
scripts/preprocessing/export_at_dkm_geoparquet.py	script	code	stage0	code	0	15	0	0		scripts/preprocessing/export_at_dkm_geoparquet.py	export_at_dkm_geoparquet.py	[frag_B] Kein Makefile-Target ruft dieses Skript auf (grep Makefile: kein Treffer). | [frag_E] schreibt at_dkm_gst_nfl_epsg31287.{geoparquet,_summary.csv,_overview.md}; Overwrite-Schutz via SystemExit (Z.923-925) | [frag_F] Von KEINEM Make-Target aufgerufen. Setzt os.environ['MPLCONFIGDIR'] (Z.49).
scripts/webmap/build_layer_viewer.py	script	code	downstream	code	0	8	0	0	unreachable,verified_dead	scripts/webmap/build_layer_viewer.py	build_layer_viewer.py	[frag_B] Kein Makefile-Target ruft dieses Skript auf (grep Makefile: kein Treffer). Liest Artefakte des alten output/abschichtung/-Pfads, deren Erzeuger-Skript nicht Teil dieses Inventars ist. Verdacht auf Laufzeitfehler: SIMPLIFIED_DEFAULT_VISIBLE (Zeile 304) und FINAL_LAYER_NAMES (Zeile 324) werden benutzt, aber im sichtbaren Importblock (Zeilen 34-50) nicht importiert/definiert. scripts/webmap/__pycache__/build_osm_wka_layer_viewer.cpython-312.pyc deutet auf einen früheren Skriptnamen hin (keine .py-Quelle mehr vorhanden). | [frag_E] Default liest output/abschichtung/osm_wka_distance_zones.tif (v1-Namensschema) - existiert nicht; würde output/abschichtung/viewer/{index.html,manifest.json,PNGs} schreiben; NICHT im Makefile verdrahtet -> vom v2-TIF komplett entkoppelt, nur mit explizitem --input nutzbar | [frag_F] Von KEINEM Make-Target aufgerufen. | FAKTENCHECK verified_dead: wuerde mit NameError abbrechen (SIMPLIFIED_DEFAULT_VISIBLE Z.304, FINAL_LAYER_NAMES Z.324 nirgends definiert).
scripts/widmung_v2/01_build_official_zoning_layers.py	script	code	stage1	code	1	17	0	0		scripts/widmung_v2/01_build_official_zoning_layers.py	01_build_official_zoning_layers.py	[frag_A] Stufe 1: fasst 9 amtliche Widmungsquellen zu 3 Buckets zusammen (wohn_misch, haeuser_im_gruenen, industrie_negativ). | [frag_E] liest windkraft/calc/widmung_sources.py DATASETS (data/), schreibt zoning_vectors/*_combined.gpkg + _cache/flawi_ktn_gpkg.gpkg | [frag_F] Von v1 und v2 geteilt.
scripts/widmung_v2/02_build_hig_sources.py	script	code	stage2	code	1	35	0	0		scripts/widmung_v2/02_build_hig_sources.py	02_build_hig_sources.py	[frag_A] Stufe 2: HiG-Quellen (Widmung+NÖ-PDF+DKM-Huellen+BEV) -> 8 Checkpoint-Raster + hig_huellen.gpkg. | [frag_E] liest zoning_vectors/, noe/pdf_750m_*, kataster/geoparquet, distance_layers-Checkpoints; schreibt distance_layers/{official_settlement_source,ferienhaus_tourismus_source,official_hig_source,noe_pdf_750m_zones,noe_pdf_hig_source,hig_hulls_source,bewohnt_einzellage_source,nonresidential_hulls_source}.tif + hig_huellen.gpkg | [frag_F] Importiert windkraft.calc.abschichtung_common.
scripts/widmung_v2/03_build_osm_layers.py	script	code	stage3	code	1	28	0	0		scripts/widmung_v2/03_build_osm_layers.py	03_build_osm_layers.py	[frag_A] Stufe 3: OSM-Restgebaeude (cableway/general) + Infrastruktur- + Flughafenmasken. | [frag_E] liest osm_pbf_layers/ + Stufe-2-Checkpoints (Fingerprint), schreibt weitere distance_layers/*.tif (Gebäude/Straße/Bahn/Seilbahn/Militär/Flughafen) sowie osm_pbf_layers/* | [frag_F] Importiert windkraft.calc.abschichtung_common -> nutzt osmium via subprocess.
scripts/widmung_v2/04_create_distance_zones.py	script	code	stage4	code	1	71	0	0		scripts/widmung_v2/04_create_distance_zones.py	04_create_distance_zones.py	[frag_A] Stufe 4: Puffer/Aggregate + Nature/Geography/Water/Zoning-Masken -> finales Multiband-GeoTIFF + .bands.json. | [frag_E] liest alle distance_layers/*.tif (15 REQUIRED + geography/nature-Layer), osm_pbf_layers/; schreibt osm_wka_distance_zones_widmung_v2.tif + .bands.json Sidecar | [frag_F] Importiert windkraft.calc.abschichtung_common.
scripts/widmung_v2/05_validate.py	script	code	stage5	code	1	10	0	0	dead_end	scripts/widmung_v2/05_validate.py	05_validate.py	[frag_A] Stufe 5: Testpunkt-Validierung gegen Checkpoints ODER fertiges GeoTIFF. Importiert NICHTS aus windkraft (nur rasterio). | [frag_E] liest wahlweise --layer-dir (distance_layers/*.tif) ODER --tif (fertiges GeoTIFF); schreibt nichts nach output/ | [frag_F] Kein Import von abschichtung_common; liest nur das erzeugte TIF.
tests/test_band_manifest.py	script	code	control	code	0	1	0	0	unreachable	tests/test_band_manifest.py	test_band_manifest.py	[frag_F] Synthetische Eingaben, kein echtes Raster. Prueft 38 Baender/Reihenfolge/Pflichtfelder/Farben/category_order/NOe-DKM-Caveat gegen windkraft/calc/band_manifest.py.
tests/test_band_metadata.py	script	code	control	code	0	1	0	0	unreachable	tests/test_band_metadata.py	test_band_metadata.py	[frag_F] Regressionsschutz fuer HUMAN_PREFIXES-Reihenfolge und Farb-/Kategorie-Zuordnung der 38 Baender gegen windkraft/viz/band_metadata.py.
tests/test_check_hardlink_safety.py	script	code	control	code	0	1	0	0	unreachable	tests/test_check_hardlink_safety.py	test_check_hardlink_safety.py	[frag_F] Prueft Regel A/B von tools/check_hardlink_safety.py auf einem tempfile-Verzeichnis, nicht auf echten data/output-Baeumen.
tests/test_distance_engine_equivalence.py	script	code	control	code	0	1	0	0	unreachable	tests/test_distance_engine_equivalence.py	test_distance_engine_equivalence.py	[frag_F] Migrations-Verifikationsartefakt, KEIN dauerhafter Unittest: importiert kataster_layers.py direkt aus dem Alt-Repo /Users/jhurt/Documents/windkraft_ö_karten (Pfad existiert auf diesem System) und vergleicht fft_circle_dilation/ns_kind gegen windkraft/calc/distance_engine.py.
tests/test_drop_wind_power_buildings.py	script	code	control	code	0	1	0	0	unreachable	tests/test_drop_wind_power_buildings.py	test_drop_wind_power_buildings.py	[frag_F] Prueft drop_wind_power_buildings (Windturbinen duerfen nicht als Gebaeude klassifiziert werden) mit synthetischen GeoDataFrames gegen abschichtung_common.py.
tests/test_min_area_filter.py	script	code	control	code	0	1	0	0	unreachable	tests/test_min_area_filter.py	test_min_area_filter.py	[frag_F] Prueft min_area_filter (4er- statt 8er-Nachbarschaft, Entscheidung Aug 2026) mit synthetischem Raster gegen abschichtung_common.py.
tests/test_uncertainty_blur.py	script	code	control	code	0	1	0	0	unreachable	tests/test_uncertainty_blur.py	test_uncertainty_blur.py	[frag_F] Prueft uncertainty_blur (Gauss-verschmierte Eignungsflaechen 0-100) mit synthetischem Raster gegen abschichtung_common.py.
tests/test_water_bodies_mask.py	script	code	control	code	0	1	0	0	unreachable	tests/test_water_bodies_mask.py	test_water_bodies_mask.py	[frag_F] Prueft water_bodies_mask (zusammenhaengende Wasserflaechen ab WATER_MIN_AREA_HA) mit synthetischen GeoDataFrames gegen abschichtung_common.py.
tools/check_hardlink_safety.py	script	code	control	code	2	1	0	0	dead_end	tools/check_hardlink_safety.py	check_hardlink_safety.py	[frag_E] liest Metadaten (Link-Count) JEDER Datei unter output/ (check_rule_a, Z.81-92, os.walk Z.92); schreibt nichts, reiner Prüfer | [frag_F] Reine stat()-Pruefung, keine externen Abhaengigkeiten, prueft Regel A (output/) und Regel B (DECLARED_DATA_WRITE_TARGETS unter data/adressregister/).
windkraft/__init__.py	module	code	library	code	0	0	0	0		windkraft/__init__.py	windkraft package init (1 LOC)	[frag_D] leer/marker
windkraft/__main__.py	module	code	library	unknown	1	0	0	0		windkraft/__main__.py	__main__.py (fehlt)	[frag_F] Existiert NICHT auf der Platte. pyproject.toml [project.scripts] verweist darauf -> toter Entry Point. Bereits in docs/FOLLOWUPS.md:129 dokumentiert.
windkraft/calc/__init__.py	module	code	library	code	0	0	0	0		windkraft/calc/__init__.py	calc/__init__.py (0 LOC)	[frag_D] leer
windkraft/calc/abschichtung_common.py	module	code	library	code	13	23	0	0		windkraft/calc/abschichtung_common.py	abschichtung_common.py (osm_layer_path/pbf_for_bounds/write_layer/ensure_group_layers)	[frag_A] Zentrales Hub-Modul: Konstanten, Checkpoint-System (layer_path/layer_done/ensure_group_layers), Masken-Builder, compose_exclusion_geotiff. | [frag_B] admin_boundaries() liest cfg['paths']['vgd']. | [frag_D] zentrale I/O-Bibliothek: read_layer() (Z.517-533) ist der generische Vektor-Reader mit stillem Fallback (leerer GeoDataFrame bei fehlendem Pfad/leerer Datei); _read_raster_on_grid() (Z.1236-1247) analog stiller Fallback (NaN-Array) fürs Raster; _build_official_nature_mask() (Z.1163-1190) stiller Fallback mit Warn-Print bei Zip/Layer-Fehlern; official-zoning-Lookup (Z.1344-1349) stiller Fallback mit Warn-Print (Kommentar Z.1341-1343: bewusst 'nur gewarnt statt hart abzustürzen'). | [frag_E] zentraler Hub; osm_layer_path/pbf_for_bounds (Z.432-510+) lesen+schreiben osm_pbf_layers/; write_layer/compose_exclusion_geotiff (Z.1443-1444,1487,1578 lt. docs/FOLLOWUPS.md) lesen+schreiben distance_layers/*.tif und das finale TIF | [frag_F] Zentrales Modul, liest config.json-Pfade (vgd, osm_dir, dgm, nsg_zip, nsg_gpkg, nsg_layers, powerlines_gpkg), ruft osmium via subprocess (_run_osmium, Z.413-414, Aufrufe Z.464/504/509).
windkraft/calc/band_manifest.py	module	code	library	code	2	3	0	0		windkraft/calc/band_manifest.py	band_manifest.py (559 LOC)	[frag_A] Baut/schreibt das .bands.json-Sidecar aus band_names+tags von 04. | [frag_D] SOURCES-Dict (Z.203-305) enthält 19 Pfad-Literale, aber NUR als Provenienz-Metadaten fürs geschriebene Manifest-JSON - kein open()/read_file() dahinter, daher keine reads-Kanten dafür angelegt. write_band_manifest() (Z.541-559) schreibt <raster_stem>.bands.json neben den übergebenen Raster-Pfad (kein Literal-Pfad, generisch). | [frag_E] manifest_path_for (Z.541) + write_band_manifest (Z.547-556) schreiben <stem>.bands.json neben dem TIF; nur von 04_create_distance_zones.py aufgerufen (Z.524) | [frag_F] Baut das 38-Baender-Manifest fuer die v2-Kette; von tests/test_band_manifest.py geprueft.
windkraft/calc/bev_register.py	module	code	library	code	3	5	0	0		windkraft/calc/bev_register.py	bev_register.py (151 LOC)	[frag_A] BEV-Adressregister-Loader (ADRESSE.csv/GEBAEUDE.csv) mit Parquet-Cache. | [frag_D] _read_csv() hart bei fehlendem CSV+ZIP; load_address_points/load_building_points cachen als Parquet (stiller Cache-Fallback: Cache wird genutzt statt Neuberechnung, kein Datenverlust-Risiko).
windkraft/calc/distance_engine.py	module	code	library	code	3	0	0	0		windkraft/calc/distance_engine.py	distance_engine.py (106 LOC)	[frag_A] FFT-basierte Kreis-Dilation (fft_circle_dilation), Distanzkern der ganzen Kette. | [frag_D] keine Datei-Zugriffe; reine Array/FFT-Logik. | [frag_F] fft_circle_dilation, ns_kind; per Aequivalenztest gegen Alt-Repo abgesichert (tests/test_distance_engine_equivalence.py).
windkraft/calc/hig_detection.py	module	code	library	code	2	3	0	0		windkraft/calc/hig_detection.py	hig_detection.py (437 LOC)	[frag_A] DKM-Scan + Huellenbildung + Klassifikation (Stufen B/C der HiG-Erkennung). | [frag_D] scan_dkm_candidates() Z.136-171 öffnet DKM-GeoParquet via pyarrow.dataset.dataset(parquet_path) (Z.162) - kein exists()-Check, kein try/except -> hart (pyarrow wirft bei fehlender Datei).
windkraft/calc/hig_source_masks.py	module	code	library	code	4	6	0	0		windkraft/calc/hig_source_masks.py	hig_source_masks.py (zoning_masks)	[frag_A] Rastermasken der amtlichen HiG-Quellen (Stufe A): zoning_masks, noe_pdf_mask, noe_pdf_source_mask. | [frag_D] zoning_masks() hart (kein exists-Check vor read_layer), noe_pdf_layer_masks() stiller Fallback, noe_pdf_source_mask() expliziter harter Fehler (Docstring: 'Fehlende Dateien sind ein harter Fehler'). | [frag_E] zoning_masks (Z.37-42) liest die 3 zoning_vectors/*_combined.gpkg; genutzt von streusiedlung.py -> 02_build_hig_sources.py und docs/analysis/streusiedlung_knee.py
windkraft/calc/streusiedlung.py	module	code	library	code	1	5	0	0		windkraft/calc/streusiedlung.py	streusiedlung.py (230 LOC)	[frag_A] Parametrisierte Huellen-Varianten fuer Sweeps; liefert chain_hull_params() an 02. | [frag_D] reine Orchestrierung: reicht zoning_dir/noe_dir/dkm_parquet/address_dir/cache_dir als Path()-Parameter an hig_source_masks/hig_detection/bev_register weiter, kein eigener open().
windkraft/calc/widmung_sources.py	module	code	library	code	1	12	0	0		windkraft/calc/widmung_sources.py	widmung_sources.py (_ensure_ktn_gpkg)	[frag_A] Registry der 9 Bundesland-Widmungsquellen (DATASETS/SOURCES), Reader + Matching. | [frag_D] _read_raw() Z.388-427: 10 hartkodierte Pfad-Literale je Bundesland (OLD/NEW-Basisverzeichnisse), keine exists()-Prüfung -> harter Fehler bei fehlender Quelle (gpd.read_file wirft), außer Tirol: _tirol_gpkg() wirft explizit FileNotFoundError bei leerem Glob (Z.400-403). | [frag_E] _ensure_ktn_gpkg (Z.387-394) schreibt+liest zoning_vectors/_cache/flawi_ktn_gpkg.gpkg innerhalb desselben 01-Laufs
windkraft/calc/wind_zones.py	module	code	library	code	1	4	0	0		windkraft/calc/wind_zones.py	wind_zones.py (311 LOC)	[frag_A] Registry amtlicher Windzonen je Bundesland (load_wind_zones), inkl. hartkodierter Pfade. | [frag_D] WIND_ZONE_SOURCES/WIND_EXCLUSION_ZONE_SOURCES enthalten hartkodierte source_path-Literale (Bgld, RED3, OOe, Stmk2026); _resolve_path() Z.176-188 loggt nur [warn] und liefert None bei fehlender Datei -> stiller Fallback, explizit im Code-Kommentar Z.94-99/113-117 als Risiko benannt. _apply_filter() dagegen wirft hart bei fehlender/unbekannter Filter-Spalte (Z.202-207).
windkraft/config.py	module	code	library	code	4	4	0	0		windkraft/config.py	config.py (59 LOC)	[frag_A] load_config(): liest config.json, loest paths.* relativ zur Config-Datei auf. | [frag_B] load_config() liest config.json und löst 'paths'-Einträge relativ zum Config-Verzeichnis auf. | [frag_D] load_config(): liest config.json, löst 9 Pfad-Keys relativ zum Config-Verzeichnis auf (Zeile 24-26); NICHT im Resolve-Loop: nsg_gpkg, nsg_layers (bleiben Roh-Strings). | [frag_F] load_config() loest paths.* relativ zum Config-Verzeichnis auf; iteriert genau die Keys data_dir, vgd, osm_dir, wind_pd_150, wind_pd_100, dgm, nsg_zip, powerlines_gpkg, output_dir (Z.24-25). nsg_gpkg/nsg_layers werden NICHT hier aufgeloest (kein Dateipfad relativ zum Repo, sondern Name innerhalb der ZIP).
windkraft/noe/__init__.py	module	code	library	code	0	0	0	0		windkraft/noe/__init__.py	noe/__init__.py (0 LOC)	[frag_D] leer
windkraft/noe/pdf_align.py	module	code	library	code	1	1	0	0		windkraft/noe/pdf_align.py	windkraft.noe.pdf_align	[frag_B] Nur die Konstante GPTS_LATLON_MINDESTABSTAND wird von align_pdf_shapefile.py importiert; kein eigener I/O-Pfad in dieser Kette genutzt. | [frag_D] get_gpts_latlon_mindestabstand() Z.49-88: try/except um fitz.open()+exists()-Check, fällt bei JEDEM Fehler (fehlende Datei, fehlendes PyMuPDF, Parse-Fehler) still auf hartkodiertes Literal GPTS_LATLON_MINDESTABSTAND zurück (Docstring nennt das explizit); render_pdf_viewport() Z.91+ hat KEINEN Fallback -> hart.
windkraft/noe/pdf_hig_sources.py	module	code	library	code	6	11	0	0		windkraft/noe/pdf_hig_sources.py	pdf_hig_sources.py (derive_layer_files)	[frag_B] derive_layer_files() liest pdf_750m_*.geojson und schreibt pdf_hig_source_*.geojson im übergebenen noe_dir; wird von derive_pdf_hig_sources.py und extract_noe_vector_layers.py aufgerufen. | [frag_D] derive_layer_files() Z.89-102: harter FileNotFoundError bei fehlendem Zonen-Layer (Z.92-95), schreibt anschließend pdf_hig_source_*.geojson (+_wgs84) via gpd.to_file(). | [frag_E] derive_layer_files (Z.101-102 lt. docs/FOLLOWUPS.md) schreibt pdf_hig_source_*.geojson; aufgerufen aus extract_noe_vector_layers.py:286 und derive_pdf_hig_sources.py:28
windkraft/util/__init__.py	module	code	library	code	0	0	0	0		windkraft/util/__init__.py	util/__init__.py (0 LOC)	[frag_D] leer
windkraft/util/admin.py	module	code	library	code	0	1	0	0		windkraft/util/admin.py	util/admin.py (23 LOC)	[frag_D] load_vgd(path) liest generisch, kein Literal-Pfad, kein Fallback, kein Try/Except -> harter Fehler bei ungültigem Pfad (gpd.read_file wirft).
windkraft/viz/__init__.py	module	code	library	code	0	0	0	0		windkraft/viz/__init__.py	viz/__init__.py (0 LOC)	[frag_D] leer
windkraft/viz/band_metadata.py	module	code	library	code	3	0	0	0		windkraft/viz/band_metadata.py	windkraft.viz.band_metadata	[frag_A] Farben/Kategorien/Default-Sichtbarkeit je Bandname; reine Konstanten, kein Datei-I/O. | [frag_B] Liefert Farb-/Kategorie-Konstanten für build_layer_viewer.py; kein eigener Datei-I/O. | [frag_D] keine Datei-Zugriffe; reine Metadaten-Konstanten (Band-Reihenfolge, Farben, Beschreibungen). | [frag_F] Kategorien/Farben/Default-Sichtbarkeit der 38 Baender; von tests/test_band_metadata.py geprueft.
